cluster,rank,ngram,lift,cluster_mass
1271,3,view@loylaty_promotion_view action@loylaty_promotion_view#loylaty_promotion_click_my_gifts,164.351,149.8764
1271,4,action@loylaty_promotion_view#loylaty_promotion_click_my_gifts,161.97,149.3943
1271,5,view@android/Home action@android/Home#Home/Nav_promotion,160.685,156.4333
1271,6,action@android/Home#Home/Nav_promotion view@HiWebViewActivitySingleTop,90.536,139.3314
1271,7,action@android/Home#Home/Nav_promotion,88.199,138.5637
1271,8,view@HiWebViewActivitySingleTop view@loylaty_promotion_view,38.39,113.9693
1272,1,view@android/Home action@android/Home#Home/Nav_promotion,210.632,192.7762
1272,2,view@loylaty_promotion_view <eos>,183.243,187.3881
1272,3,action@android/Home#Home/Nav_promotion view@HiWebViewActivitySingleTop,118.678,171.7011
1272,4,action@android/Home#Home/Nav_promotion,115.614,170.7551
1272,5,view@HiWebViewActivitySingleTop view@loylaty_promotion_view,50.323,140.4469
1272,6,view@loylaty_promotion_view,29.678,127.799
1272,7,view@HiWebViewActivitySingleTop,25.667,116.9744
1272,8,view@HOME view@android/Home,2.524,49.7975
1273,1,action@loylaty_promotion_view#loylaty_promotion_promo_detail <eos>,511.032,81.5875
1273,2,view@android/Home action@android/Home#Home/Nav_promotion,162.7,69.0929
1273,3,view@loylaty_promotion_view action@loylaty_promotion_view#loylaty_promotion_promo_detail,133.044,63.7242
1273,4,action@loylaty_promotion_view#loylaty_promotion_promo_detail,130.244,63.4682
1273,5,action@android/Home#Home/Nav_promotion view@HiWebViewActivitySingleTop,91.671,61.5393
1273,6,action@loylaty_promotion_view#loylaty_home_click_current_rank <eos>,91.14,0.5346
1273,7,action@android/Home#Home/Nav_promotion,89.305,61.2003
1273,8,view@HiWebViewActivitySingleTop view@loylaty_promotion_view,38.872,50.3375
1274,1,action@loylaty_promotion_view#loylaty_home_click_current_rank action@loylaty_promotion_view#loylaty_promotion_click_my_gifts,128.698,0.4749
1274,2,view@android/Home action@android/Home#Home/Nav_promotion,127.591,54.1412
1274,3,action@loylaty_promotion_view#loylaty_promotion_promo_detail view@loylaty_promotion_view,106.207,38.9037
1274,4,view@loylaty_promotion_view action@loylaty_promotion_view#loylaty_promotion_promo_detail,102.487,49.05
1274,5,action@loylaty_promotion_view#loylaty_promotion_promo_detail,100.33,48.8529
1274,6,action@loylaty_promotion_view#loylaty_promotion_promo_detail <eos>,96.323,15.3662
1274,7,view@loylaty_promotion_view <eos>,80.455,38.1454
1274,8,action@loylaty_promotion_view#loylaty_promotion_click_my_gifts view@loylaty_promotion_view,74.579,21.0315
1275,1,action@loylaty_promotion_view#loylaty_promotion_click_my_gifts view@loylaty_promotion_view,202.93,36.3823
1275,2,view@loylaty_promotion_view view@HOME,143.753,0.5067
1275,3,view@android/Home action@android/Home#Home/Nav_promotion,140.563,37.92
1275,4,view@loylaty_promotion_view action@loylaty_promotion_view#loylaty_promotion_click_my_gifts,138.545,35.0101
1275,5,action@loylaty_promotion_view#loylaty_promotion_click_my_gifts,136.537,34.8975
1275,6,view@loylaty_promotion_view <eos>,120.524,36.3291
1275,7,action@android/Home#Home/Nav_promotion view@HiWebViewActivitySingleTop,79.198,33.7745
1275,8,action@android/Home#Home/Nav_promotion,77.154,33.5884
1276,1,action@loylaty_promotion_view#android/Home/Click_call_event_tracking,444.813,0.6934
1276,2,action@android/Home#Home/SRConfirm/Completed action@android/Home#Home/Nav_promotion,312.043,0.5907
1276,3,action@loylaty_promotion_view#Home/{id}/{id}/do_action/CALL_API_GET_ACTION <eos>,291.26,1.6271
1276,4,action@android/Home#invite_update_accept action@android/Home#Home/Nav_promotion,231.159,1.1558
1276,5,view@android/Home action@android/Home#Home/Nav_promotion,170.214,178.9332
1276,6,action@loylaty_promotion_view#btn_back <eos>,130.759,168.141
1276,7,action@android/Home#Home/Nav_promotion view@HiWebViewActivitySingleTop,96.517,160.3882
1276,8,action@android/Home#Home/Nav_promotion,94.025,159.5045
1277,1,<bos> action@<missing>#Loalty_home_click_news,879.816,1.0203
1277,2,action@<missing>#Loalty_home_click_news,879.816,1.0203
1277,3,action@loylaty_member#android/NotificationButtonDetail,579.244,0.2569
1277,4,action@loylaty_member#btn_back action@loylaty_member#android/NotificationButtonDetail,579.244,0.2569
1277,5,action@loylaty_member#android/NotificationButtonDetail view@HiWebViewActivitySingleTop,579.244,0.2569
1277,6,action@<missing>#loylaty_promotion_promo_detail view@loylaty_promotion_view,566.063,24.9714
1277,7,<bos> action@<missing>#loylaty_promotion_promo_detail,557.899,24.9303
1277,8,action@<missing>#loylaty_promotion_promo_detail,555.732,24.9187
1278,1,view@loylaty_rules_view action@loylaty_rules_view#loylaty_rules_click_questions,901.952,0.4867
1278,2,action@android/Home#Home/{id}/{id}/open_url_in_app_with_access_token/https://hi.fpt.vn/web/shop/product-management-v920?cat_id=1 view@HiWebViewActivitySingleTop,621.911,0.3648
1278,3,action@loyalty_home_view#android/Home/Header/Loyalty view@loyalty_home_view,473.703,0.4497
1278,4,action@loylaty_contact_view#loylaty_contact_click_office <eos>,412.431,0.2658
1278,5,action@loylaty_rules_view#loylaty_home_click_current_rank <eos>,347.875,0.2729
1278,6,action@loyalty_home_view#loylaty_home_click_redeem_points <eos>,254.096,1.2023
1278,7,view@loylaty_member action@loylaty_member#loylaty_home_click_redeem_points,251.917,0.9814
1278,8,action@loylaty_member#loylaty_home_click_redeem_points,228.206,0.9723
1279,1,view@loylaty_promotion_view action@loylaty_promotion_view#android/Home/TitleBlockHome/{id}/smart_link/https://hi.fpt.vn/sm/uu-dai-hot,292.77,0.3506
1279,2,action@hi.fpt.vn/web/shop/home#android/Home/TitleBlockHome/{id}/smart_link/https://hi.fpt.vn/sm/uu-dai-hot view@HiWebViewActivitySingleTop,244.608,0.3302
1279,3,action@hi.fpt.vn/web/shop/home#web/Header/BackButton action@hi.fpt.vn/web/shop/home#android/Home/TitleBlockHome/{id}/smart_link/https://hi.fpt.vn/sm/uu-dai-hot,244.608,0.3302
1279,4,action@hi.fpt.vn/web/shop/home#android/Home/TitleBlockHome/{id}/smart_link/https://hi.fpt.vn/sm/uu-dai-hot,244.608,0.3302
1279,5,action@loylaty_promotion_view#loyalty_popup_CCCD_click_continue view@loylaty_promotion_view,166.999,0.3593
1279,6,action@<missing>#loyalty_popup_CCCD_click_continue,151.734,0.4952
1279,7,action@loylaty_promotion_view#loylaty_promotion_promo_detail view@HiWebViewActivitySingleTop,143.907,0.4339
1279,8,action@loylaty_promotion_view#Home/Nav_home action@loylaty_promotion_view#Home/Nav_promotion,141.764,0.4618
1280,1,action@HiWebViewActivitySingleTop#loylaty_promotion_promo_detail view@loylaty_promotion_view,857.379,0.4635
1280,2,action@loylaty_promotion_view#btn_back action@loylaty_promotion_view#Home/Payment/history_payment/fgold_link,649.705,1.2168
1280,3,<bos> action@<missing>#Home/Payment/history_payment/fgold_link,613.491,1.3798
1280,4,view@HiWebViewActivitySingleTop action@HiWebViewActivitySingleTop#loylaty_promotion_promo_detail,601.422,0.4553
1280,5,action@loylaty_promotion_view#Home/Payment/history_payment/fgold_link,572.668,1.2032
1280,6,action@loylaty_promotion_view#Home/Payment/history_payment/fgold_link view@HiWebViewActivitySingleTop,572.668,1.2032
1280,7,action@HiWebViewActivitySingleTop#loylaty_promotion_promo_detail,561.56,0.4517
1280,8,action@<missing>#Home/Payment/history_payment/fgold_link view@HiWebViewActivitySingleTop,551.607,1.3669
1281,1,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#adsview action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet,98.143,0.4716
1281,2,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/select_bottom_sheet action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet,62.037,0.551
1281,3,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#btn_back,48.413,143.0467
1281,4,view@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet,36.002,135.6516
1281,5,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet,33.381,133.2356
1281,6,action@internet_fprotect_screen/management_device/management_device_screen#adsview action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_details,25.695,8.1677
1281,7,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/profile_icon,23.124,0.4963
1281,8,action@android/Home#popup action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,22.489,126.6136
1282,1,action@HOME#Home/Nav_home action@HOME#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,219.488,0.3428
1282,2,action@HOME#Home/{id}/{id}/do_action/CALL_API_GET_ACTION view@internet_fprotect_screen/management_device/management_device_screen,195.53,67.9662
1282,3,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/select_bottom_sheet/history_access action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#android/home/home_fsafe/connected_devices/device_detail/change_device_name,176.296,0.2757
1282,4,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/select_bottom_sheet action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/mark_trusted_devices,133.905,0.2718
1282,5,action@android/Home#internet_fprotect_screen/management_device/management_device_screen/devices_tab_all view@android/Home,132.973,0.4618
1282,6,view@HOME action@HOME#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,120.912,60.067
1282,7,action@HOME#Home/action_wifi_5GHz action@HOME#android/Home/Home_pull_to_refresh,116.5,0.4517
1282,8,action@HOME#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,110.137,61.6634
1283,1,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#android/home/home_service_management/internet_service_tab/device_control/device_detail/confirm_block_device action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#adsview,68.344,0.4035
1283,2,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_all action@internet_fprotect_screen/management_device/management_device_screen#adsview,55.572,0.375
1283,3,action@android/Home#android/home/popup_remind/skip_remind action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,55.403,43.9212
1283,4,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#android/home/home_service_management/internet_service_tab/device_control/device_detail/confirm_block_device action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/mark_trusted_devices,42.891,0.4105
1283,5,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_connected action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_details,30.341,29.5392
1283,6,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#android/home/home_service_management/internet_service_tab/device_control/device_detail/confirm_block_device action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#btn_back,28.909,37.4088
1283,7,action@android/Home#android/home/popup_remind/skip_remind action@android/Home#Home/{id}/do_action/CALL_API_GET_ACTION,25.254,0.4511
1283,8,action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_tab_connected view@HOME,24.611,0.3818
1284,1,action@<missing>#adsview action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_details,521.732,0.5351
1284,2,action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_tab_connected action@<missing>#adsview,494.675,0.4763
1284,3,action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_tab_connected action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_details,317.446,20.7408
1284,4,<bos> action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_details,240.171,76.1433
1284,5,action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_tab_all action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_details,225.541,10.0288
1284,6,action@<missing>#management_device/manage_reload_btn action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_details,211.4,5.0797
1284,7,action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_details view@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information,204.303,96.4655
1284,8,action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_details,204.231,96.4597
1285,1,action@android/Home#invite_update_cancel action@android/Home#Home/null/{id}/do_action/CALL_API_GET_ACTION,664.929,0.5203
1285,2,action@android/Home#invite_update_close action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,199.317,27.7257
1285,3,action@android/Home#invite_update_cancel action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,169.337,11.29
1285,4,action@android/Home#Home/null/{id}/do_action/CALL_API_GET_ACTION action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,154.717,1.4191
1285,5,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#android/home/home_service_management/internet_service_tab/device_control/device_detail/confirm_block_device <eos>,103.441,41.9512
1285,6,action@android/Home#invite_update_accept action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,79.845,1.4557
1285,7,action@android/Home#android/home/popup_remind/setting_noti action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,57.461,3.5396
1285,8,view@android/Home action@android/Home#invite_update_close,55.167,22.098
1286,1,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#android/home/home_service_management/internet_service_tab/device_control/device_detail/confirm_block_device <eos>,133.338,641.3717
1286,2,action@HOME#internet_fprotect_screen/management_device/management_device_screen/devices_tab_connected view@android/Home,61.834,0.4925
1286,3,view@HOME action@HOME#internet_fprotect_screen/management_device/management_device_screen/devices_tab_connected,48.643,0.482
1286,4,action@HOME#internet_fprotect_screen/management_device/management_device_screen/devices_tab_connected,44.893,0.479
1286,5,view@android/home/home_service_management/internet_service_tab/device_control/device_detail/change_profile <eos>,33.225,0.5034
1286,6,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/locking_internet action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#android/home/home_service_management/internet_service_tab/device_control/device_detail/confirm_block_device,33.022,476.4849
1286,7,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#android/home/home_service_management/internet_service_tab/device_control/device_detail/confirm_block_device,33.021,476.4814
1286,8,view@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/locking_internet,31.524,469.2216
1287,1,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#android/home/home_service_management/internet_service_tab/device_control/device_detail/confirm_block_device <eos>,96.418,47.4116
1287,2,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_connected,55.894,36.5578
1287,3,action@internet_fprotect_screen/management_device/management_device_screen#adsview action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking,48.857,2.4517
1287,4,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_connected action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_details,37.588,30.6033
1287,5,view@internet_fprotect_screen/management_device/management_device_screen action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking,29.114,29.6
1287,6,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_all,26.838,6.4443
1287,7,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_all action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_details,26.597,9.4152
1287,8,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/locking_internet action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#android/home/home_service_management/internet_service_tab/device_control/device_detail/confirm_block_device,23.858,35.1924
1288,1,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#android/home/home_service_management/internet_service_tab/device_control/device_detail/confirm_block_device <eos>,116.784,167.445
1288,2,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_connected action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_details,57.299,136.0265
1288,3,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#adsview action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/locking_internet,52.403,0.4472
1288,4,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/locking_internet action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#android/home/home_service_management/internet_service_tab/device_control/device_detail/confirm_block_device,28.897,124.2902
1288,5,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#android/home/home_service_management/internet_service_tab/device_control/device_detail/confirm_block_device,28.897,124.2893
1288,6,view@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/locking_internet,27.575,122.3435
1288,7,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/locking_internet,26.587,121.4594
1288,8,action@internet_fprotect_screen/management_device/management_device_screen#adsview action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_connected,15.846,6.4557
1289,1,action@<missing>#invite_update_close action@<missing>#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,1141.961,0.9501
1289,2,action@<missing>#android/home/popup_remind/skip_remind action@<missing>#Home/action_wifi_5GHz,398.17,0.4385
1289,3,action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet action@<missing>#btn_back,237.538,10.0627
1289,4,<bos> action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet,225.818,9.9767
1289,5,<bos> action@<missing>#invite_update_close,212.884,0.8238
1289,6,action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet,209.202,9.8777
1289,7,action@<missing>#invite_update_close,188.399,0.8151
1289,8,action@<missing>#btn_back view@internet_fprotect_screen/management_device/management_device_screen,103.97,22.0814
1290,1,action@internet_fprotect_screen/management_device/management_device_screen#management_device/manage_reload_btn action@internet_fprotect_screen/management_device/management_device_screen#adsview,133.537,0.4268
1290,2,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_details,50.329,62.4111
1290,3,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_searching action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking,49.608,0.4512
1290,4,action@internet_fprotect_screen/management_device/management_device_screen#adsview action@internet_fprotect_screen/management_device/management_device_screen#management_device/manage_reload_btn,42.498,0.392
1290,5,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_all action@internet_fprotect_screen/management_device/management_device_screen#adsview,38.943,0.3978
1290,6,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking action@internet_fprotect_screen/management_device/management_device_screen#adsview,37.161,0.414
1290,7,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#btn_back,35.748,62.0544
1290,8,view@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet,26.578,58.833
1291,1,action@internet_fprotect_screen/management_device/management_device_screen#popup,352.4,0.5314
1291,2,view@internet_fprotect_screen/management_device/management_device_screen action@internet_fprotect_screen/management_device/management_device_screen#popup,352.4,0.5314
1291,3,view@internet_fprotect_screen/management_device/management_device_screen action@internet_fprotect_screen/management_device/management_device_screen#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,81.484,0.5077
1291,4,action@internet_fprotect_screen/management_device/management_device_screen#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,68.987,0.5011
1291,5,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_details,61.247,123.2127
1291,6,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#adsview,46.6,0.8158
1291,7,action@internet_fprotect_screen/management_device/management_device_screen#adsview action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking,45.598,6.7184
1291,8,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_searching,44.709,1.3167
1292,1,action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_searching action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking,886.998,0.4684
1292,2,action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/select_bottom_sheet/history_access view@internet_fprotect_screen/management_device/management_device_screen/devices_details/history_access_screen,668.88,0.7402
1292,3,action@<missing>#internet_fprotect_screen/view_profiles_devices/profiles_devices_detail/internet_break_screen/click_button_block_schedule action@<missing>#btn_back,471.763,1.3645
1292,4,action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_searching action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_details,420.38,0.4898
1292,5,action@<missing>#android/home/home_service_management/internet_service_tab/device_control/device_detail/rename_device/update_new_device_name action@<missing>#btn_back,406.539,0.4624
1292,6,action@<missing>#android/home/home_service_management/internet_service_tab/device_control/device_detail/rename_device/update_new_device_name,406.539,0.4624
1292,7,<bos> action@<missing>#android/home/home_service_management/internet_service_tab/device_control/device_detail/rename_device/update_new_device_name,406.539,0.4624
1292,8,<bos> action@<missing>#internet_fprotect_screen/view_profiles_devices/profiles_devices_detail/internet_break_screen/click_button_block_schedule,398.567,1.3354
1293,1,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/profile_icon,71.709,0.4401
1293,2,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#adsview,69.632,0.3657
1293,3,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_details,45.922,27.7134
1293,4,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/mark_trusted_devices action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet,42.21,0.43
1293,5,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#btn_back,33.623,28.4041
1293,6,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_all action@internet_fprotect_screen/management_device/management_device_screen#btn_back,33.251,7.4739
1293,7,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#adsview action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#btn_back,29.236,0.3327
1293,8,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_connected action@internet_fprotect_screen/management_device/management_device_screen#btn_back,26.073,11.1783
1294,1,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/mark_trusted_devices,217.552,1.3772
1294,2,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_details,57.141,46.5003
1294,3,action@<missing>#Home/action_wifi_5GHz view@HOME,43.793,0.4565
1294,4,view@internet_fprotect_screen/management_device/management_device_screen action@internet_fprotect_screen/management_device/management_device_screen#btn_back,40.86,43.6244
1294,5,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/un_locking_internet action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#btn_back,39.036,44.4686
1294,6,view@internet_fprotect_screen/management_device/management_device_screen action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking,34.555,41.7257
1294,7,action@internet_fprotect_screen/management_device/management_device_screen#adsview action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking,33.483,1.9957
1294,8,action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking action@<missing>#btn_back,33.425,0.4154
1295,1,view@android/home/home_service_management/internet_service_tab/network_model_device_tab <eos>,645.725,4.3528
